value,label
-0.018412009574510058,0
0.45239127650108324,0
0.6516007214697688,0
1.0410744758099555,0
1.2559929220070867,0
1.3980679023274627,0
1.4532637963157047,0
1.3731760129557802,0
1.310363633364131,0
1.1514651375705793,0
0.9325638167553163,0
1.140714485648877,1
0.18717635311392117,0
-0.24261516888710843,0
-0.5362085309863331,0
-0.8653851885136121,0
-1.0948066679883657,0
-1.3631793188993782,0
-1.3626079759761558,0
-1.6630820914458164,0
-1.4048035129197847,0
-1.3456344674209255,0
-1.0696017873824677,0
-0.7197227034709295,0
-0.3345388859461264,0
0.016256682391708088,0
0.4337847453916144,0
0.7534306296019927,0
1.034909805463239,0
1.3195680864898105,0
1.5275429555443938,0
1.2749805271462928,1
1.4734472534019645,0
1.4957133893157897,0
1.1160797973964085,0
0.8595668211828384,0
0.5546845640812604,0
0.20057427912844322,0
-0.19771862445157393,0
-0.668880537466373,0
-0.766930333317331,0
-1.2067624568448887,0
-1.3067548943817098,0
-1.3323151459921199,0
-1.2009703416292037,1
-1.5293269754116832,0
-1.20701201601227,0
-1.0931297773197197,0
-0.738698153829761,0
-0.3304290936280746,0
-0.0608187522560899,0
0.3743124221354579,0
1.6633658963019529,1
1.1319036798086544,0
1.2240946023793011,0
1.4767227678630008,0
1.4576705535801997,0
1.2869127379072975,0
1.4463761403305566,0
1.1093248476636783,0
0.8443132500874065,0
0.5474922440599295,0
0.26653442349336226,0
-0.3032595839030753,0
-0.5875144920804041,0
-1.050863001736475,0
-1.2315789706275266,0
-1.3324050326050332,0
-1.5760718932736344,0
-1.544715393599315,0
-1.5132005218652917,0
-1.3564490812770158,0
-1.002435132204356,0
-0.7211404552083074,0
-0.3452610506363711,0
-0.07961771127351142,0
0.35165250542506143,0
0.6605070070316602,0
0.9570335635845129,0
1.2612122401881911,0
1.380180251845137,0
1.5186469588424547,0
1.516131340498552,0
1.306056677015173,0
1.140687940518077,0
0.9344062380168238,0
0.573848675240656,0
0.11982357280311795,0
-0.22067717115431812,0
-0.6432487688368201,0
-1.0978180865806846,0
-1.0587701220060073,0
-1.2721848664904858,0
-1.3755081177172603,0
-1.536681108748454,0
