value,label
0.1403251864545013,0
0.17362798859674383,0
0.7306230304981631,0
0.9285122758457403,0
1.191249401501198,0
1.4934126259342457,0
1.360805128229472,0
1.4461171064261962,0
1.4022621264703266,0
1.2219018930700831,0
0.8756240141903293,0
0.5380108448341382,0
0.16351194264875718,0
-0.10164961940155798,0
-0.5057815521962257,0
-0.8794119538397347,0
-1.2349042969761814,0
-1.4954493052709696,0
-1.5655741248455683,0
-1.4314818349149625,0
-1.5670585772699641,0
-1.106719383310108,0
-1.0508649160323174,0
-0.7103198411732629,0
-0.38666996733890346,0
0.10155925500314275,0
0.4332172185709002,0
0.7644129440641638,0
1.121464687272049,0
1.3695137375579645,0
1.3564862552052663,0
1.4403872018336925,0
1.370399108450302,0
1.3597847603132338,0
1.0060336257366298,0
0.8139710120963395,0
0.5430655131548316,0
0.09739882673155083,0
-0.19898170780806798,0
-0.5156731578967879,0
-0.8052018227506161,0
-1.0428497960574392,0
-1.2807405020704052,0
-1.475241554351487,0
-1.6581991938606309,0
-1.3182620327951091,0
-1.2684643216392868,0
-1.0349103776787143,0
-0.6803600314772309,0
-0.5109319065832648,0
0.011370293919939723,0
0.372553261802078,0
0.8697067248319739,0
1.0043023504496724,0
1.3999025722369716,0
1.3805076015869406,0
1.4236301630797308,0
1.5916584991366074,0
1.356813942857365,0
1.2293382822961485,0
0.9330552091620623,0
0.5067867909394771,0
0.19720463285137255,0
-0.17722735663914319,0
-0.498163395528082,0
-0.8911061194058578,0
-1.238140304406433,0
-1.3936519085960688,0
-1.493784957563611,0
-1.5020861044981104,0
-1.4398761658286383,0
-1.2776532771974125,0
-0.962200200917138,0
-0.7145155599321463,0
-0.4348243793261754,0
-0.03169493980552379,0
0.2621299290342625,0
0.660830669539591,0
1.066352953976439,0
1.233276212506788,0
1.5268655474291126,0
1.483739900155527,0
1.48321196569951,0
1.4187010649590694,0
1.1065120465449971,0
0.9221886187626468,0
0.5197756509260372,0
1.1773710437432976,1
-1.1443135497511545,1
-1.2467504646728973,1
-1.0950248817602541,1
-1.191575124512664,1
-1.1536810359333973,1
-1.2238539089665537,1
-1.187513643435325,1
-1.1647427679885975,1
-1.2443990700026366,1
-1.1634968268969104,0
-0.7845927480456951,0
-0.2146881377050217,0
0.019405491853516005,0
0.3490654755074055,0
0.7918193884512469,0
0.9930964781429854,0
1.2397292340274424,0
1.449315284943644,0
1.6003711734301742,0
1.3798038082443806,0
1.3209961421604328,0
1.1838626922011444,0
0.8937076718995347,0
0.5941681735002025,0
0.037503947716949954,0
-0.3809505549639264,0
-0.5497905038124843,0
-0.874050182223788,0
-1.1438248763174987,0
-1.3753890937925242,0
-1.32203922863698,0
-1.5933564282716963,0
-1.3637112776495712,0
-1.1847346740529994,0
-1.0443338022818853,0
-0.7149515197766347,0
-0.2446878421477823,0
-0.052418140108597785,0
0.23771812253496005,0
0.6229477210300446,0
1.1493776426582207,0
1.341898088641625,0
1.4120521670759931,0
1.5183176085111079,0
1.4840786567478204,0
1.3698341097979996,0
1.181176989409587,0
0.9005557167909031,0
0.4947855103994216,0
0.12281281158182955,0
-0.11184704980358263,0
-0.512345644854412,0
-0.8397556314400724,0
-1.2118481146683249,0
-1.447050857475484,0
-1.5621444473585508,0
-1.5154386702450253,0
-1.387947609121891,0
-1.2833630842909496,0
-1.0143908699187834,0
-0.5867215089443575,0
-0.49911466368521856,0
-0.027029393809054232,0
0.3487958475957063,0
0.6294130540270131,0
1.03843363665512,0
1.2910898777965758,0
1.3356993178708207,0
1.3588671627464273,0
1.3571293419119572,0
1.4424563320592307,0
1.254630747449803,0
0.8207289870914056,0
0.5861598361779199,0
0.26458912948540014,0
-0.07164835398404065,0
-0.6159489154800996,0
-0.8428567205168773,0
-1.2933477345451394,0
-1.2801210564402208,0
-1.480286022774719,0
-1.4205749068091422,0
-1.365897632463302,0
-1.2179027620708045,0
-1.0788108936676635,0
-0.8377958092031372,0
-0.4508282654988017,0
0.1815742464749778,0
0.35771850056795673,0
0.7114465776444105,0
1.1586991205380557,0
1.2442768448238781,0
1.3076401996584814,0
1.5231597644763522,0
1.4002431988686765,0
1.2274106049459284,0
1.1861430297238529,0
0.8376389614288262,0
0.5762505470145042,0
0.07452579489359286,0
-0.049091986609002096,0
-0.5920713111433009,0
-0.8329476644392442,0
-1.0802166648074345,0
-1.3860361024551104,0
-1.5001152650804035,0
-1.483498235958679,0
-1.3644811836248814,0
-1.3814933408047827,0
-1.0141506841680497,0
-0.6302364126868543,0
-0.33352121334590007,0
-0.032913023542900224,0
0.3231350391132607,0
0.6590787718378214,0
0.9434974647889629,0
1.2993425586515954,0
1.4470999272615532,0
1.3794680953379097,0
1.3504940561626309,0
1.410464897882386,0
1.2177225117582275,0
0.8285343403160408,0
0.6218676151390559,0
0.0272904395913633,0
-0.3014788193894692,0
-0.49561375813995484,0
-0.9564724402476668,0
-1.1958315849148016,0
-1.3497025069013333,0
-1.5611607372607794,0
-1.5179427273359254,0
-1.2815374781372866,0
-1.3574974441455065,0
-1.093486680115019,0
-0.7586960882804804,0
-0.41057036049345796,0
0.08044927673589199,0
0.3965463447902383,0
0.7143629965425004,0
1.0104813396985832,0
1.2125325167657286,0
1.4465085495730672,0
1.4700296475503016,0
1.389528436492051,0
1.4116210037709813,0
1.1151821654137446,0
0.9325019367705448,0
0.49805510673236997,0
0.13531125863217935,0
-0.2295485586621955,0
-0.5566869060016479,0
-0.8449940460488474,0
-1.147527436563947,0
-1.4334655458236183,0
-1.4931546062054406,0
-1.5168062000526434,0
-1.4816625780792707,0
-1.2506048249605517,0
-1.0729657932276182,0
-0.6094684336682127,0
-0.46985827364949595,0
-0.03458970262625863,0
0.43389303906525345,0
0.7700528482122686,0
1.0259339418931277,0
1.2519681741426896,0
1.4328361884665823,0
1.4229088238086653,0
1.3746981690891045,0
1.17092307476294,1
1.163874870021908,1
1.1657169718157379,1
1.2198449786205088,1
1.0798982281468077,1
-1.2028869133966023,1
-1.2275296906498714,1
-1.1650780211651288,1
-1.2051150620858042,1
-1.2410727088242575,1
-1.4840446275228973,0
-1.4839475238451674,0
-1.426843422868652,0
-1.2637038254880115,0
-0.9375389467022495,0
-0.7414022196841603,0
-0.4971807109091278,0
0.010489227565676648,0
0.35388479541746876,0
0.8432376521519533,0
0.9833323272243115,0
1.31036470076244,0
1.5240239872653387,0
1.3884988472247106,0
1.5650506322015716,0
1.3216889327172419,0
1.1692005274735044,0
0.8133719908826083,0
0.49525771649975925,0
0.136743416875151,0
-0.13016153180748324,0
-0.5593048467188668,0
-1.04759623911692,0
-1.0726917782331262,0
-1.3931274357573402,0
-1.4746062609431272,0
-1.600265455946929,0
-1.4125667620568327,0
-1.252566744582371,0
-1.134560226431133,0
-0.8343155983516557,0
-0.4369536433744228,0
0.004686669867306672,0
0.3579081241594843,0
0.6416002829534875,0
1.1720606792909207,0
1.1972360655113057,0
1.4932245698884508,0
1.5089591891711214,0
1.5278539743772772,0
1.4807100657345422,0
1.053089869771036,0
0.8414959773507942,0
0.63744293464733,0
0.10279879995663063,0
-0.13556904069628167,0
-0.47360481942517924,0
-0.8378187180548005,0
-1.1414921283867527,0
-1.3308257542553208,0
-1.4039453387428775,0
-1.5609396327129421,0
-1.474710159486403,0
-1.2980827929764576,0
-1.0340852637953162,0
-0.8174639738164112,0
-0.3287017038264359,0
0.00022958837617850948,0
0.33691934646872873,0
0.8261283986346085,0
1.0823646777262017,0
1.2260524028544597,0
1.499156552690191,0
1.6770179690599596,0
1.6149590815783197,0
1.3582507809682878,0
1.1424229388720455,0
0.9422408895925054,0
0.5786245511944239,0
0.23202687430244096,0
-0.16850955140253054,0
-0.5324517828181452,0
-0.909329046222112,0
-1.2620946695221749,0
-1.3041563264068396,0
-1.5105886849621109,0
-1.568806935109937,0
-1.5238904036132614,0
-1.2827138259077842,0
-0.9738147405172848,0
-0.7429710223489536,0
-0.41925761141320117,0
0.03781693118382985,0
0.5073027993568385,0
0.7411469586218418,0
0.9573299968587017,0
1.2057898445433133,0
1.3936000108444482,0
1.4762261899630031,0
1.4330268200691365,0
1.4894520212811315,0
1.2102254009892204,0
0.9592155430554665,0
0.6061213503509792,0
0.2113241579758357,0
-0.2083210945199631,0
-0.4762879701798163,0
-0.8926663698991835,0
-1.2199781150040945,0
-1.3200971644941846,0
-1.5477801179495707,0
-1.412448318550695,0
-1.4680352298198736,0
-1.3148266780557112,0
-1.1087501375908206,0
-0.5962233908297352,0
-0.23099099730000264,0
-0.04342070770664392,0
0.3967970150418271,0
0.8262791095604567,0
1.039367713520803,0
1.3211695846268612,0
1.531174861199823,0
1.4788390132651537,0
1.5160174867291842,0
1.350713740057887,0
1.23233702356778,0
0.7966238328274229,0
0.468590925718904,0
0.09914435265120114,0
-0.30192636827630115,0
-0.5337193552405014,0
-0.8774559885723845,0
-1.276121023048281,0
-1.322907938463509,0
-1.4097635207390486,0
-1.5018024616247456,0
-1.4105435065579384,0
-1.3360647231877951,0
-1.1133785219406147,0
-0.7092086995222555,0
-0.3212815178185413,0
-0.0944112263858967,0
0.3082390470676346,0
0.7380799567882611,0
1.1218483097699945,0
1.3177240296914658,0
1.3154264296891744,0
1.4673048595112954,0
1.3857131068148671,0
1.3754825145375196,0
1.2030912779277263,0
0.952175747109967,0
0.6294197183816479,0
0.18256377049149652,0
-0.19332167976276413,0
-0.5085072905656213,0
-0.7693364098428215,0
-1.1008986954844695,0
-1.3431442580038608,0
-1.3750556927155588,0
-1.4756277330895224,0
-1.5927927603043917,0
-1.3733548751028368,0
-0.9838040102356111,0
-0.7641507432514425,0
-0.39825264151487344,0
0.07778329454089203,0
0.3472243506675826,0
0.5937613908566228,0
1.1285354650524193,0
1.1811822022195626,0
1.4473904889471676,0
1.5980865776237254,0
1.478155093244449,0
1.326423077426579,0
1.1444824590107632,0
0.9386134823245853,0
0.6107335959457882,0
0.1502485290840233,0
-0.22056000804370796,0
-0.5175866376605058,0
-0.9596073756203471,0
-1.2264038713476058,0
-1.3872618834376071,0
-1.586548624817123,0
-1.561198127354439,0
-1.35652464409372,0
-1.302793461914154,0
-1.152600202203573,0
-0.8668224375585246,0
-0.33182742710916374,0
0.02406563633876873,0
0.4284282744972975,0
0.6567907266426665,0
0.9419964223047606,0
1.2362121529334973,0
1.3341650200915116,0
1.500592507344566,0
1.521819586137311,0
1.495703958671676,0
1.0408761115231675,0
0.9727713198563701,0
0.5295785925842194,0
0.09383110558273253,0
-0.08266707345801488,0
-0.4651673785092112,0
-0.9211479185997964,0
-1.0376107962663923,0
-1.353781382424971,0
-1.5351429522065505,0
-1.5987762300682142,0
-1.3852929913332808,0
-1.3549853479464298,0
-0.9808918221272029,0
-0.6876493634088072,0
-0.4325296488777992,0
-0.09240720255884925,0
0.3909632420642438,0
0.7120326202359138,0
1.028409594107341,0
1.243107701297589,0
1.2856211804331754,0
1.4252459538551645,0
1.397711606368899,0
1.3524325928532157,0
1.1635099772297495,0
0.8926279032508639,0
0.604607339388287,0
0.1525991875576797,0
-0.21118982366308225,0
-1.1459591739444042,1
-1.1522497125988023,1
-1.2474113123160133,1
-1.204087166144228,1
-1.1042673545968844,1
-1.2236040382940627,1
-1.3059077465869826,1
-1.19950377833389,1
-1.105289559976603,1
-1.1735825413655845,1
-0.39577349891481384,0
0.052692769712176055,0
0.47214677129549637,0
0.7208270483302199,0
0.956168810626605,0
1.2377567085501804,0
1.5282725987960737,0
1.467522124951147,0
1.5421734226982249,0
1.4606531018370603,0
1.188488002556408,0
0.9440305675372564,0
0.5402599163958864,0
0.3441425631799544,0
